32.8,32.0,27.6,25.2,19.1,17.8,-0.3
32.8,33.0,27.6,26.4,19.1,17.8,-0.3
34.0,33.0,27.6,26.4,20.3,17.8,-0.2
32.8,33.0,27.6,25.2,19.1,17.8,-0.3
32.8,33.0,27.6,25.2,19.1,17.8,-0.3
32.8,32.0,27.6,25.2,19.1,17.8,-0.3
34.0,34.0,27.6,26.4,20.3,17.8,-0.3
31.6,32.0,26.6,25.2,19.1,16.3,-0.3
31.6,32.0,26.6,25.2,19.1,16.3,-0.3
31.6,28.9,26.6,25.2,20.3,17.8,-0.2
68.0,99.1,151.3,201.6,229.7,1018.0,0.4
70.4,107.3,165.6,214.8,234.2,1010.6,0.4
61.9,100.1,161.5,213.6,234.2,1010.6,0.4
63.1,102.1,161.5,213.6,234.2,1010.6,0.4
63.1,102.1,163.5,214.8,234.2,1012.1,0.4
63.1,98.0,161.5,214.8,233.1,1013.6,0.4
63.1,99.1,159.4,211.2,232.0,1012.1,0.4
61.9,98.0,157.4,208.8,230.8,1012.1,0.4
63.1,101.1,157.4,208.8,229.7,1012.1,0.4
65.6,102.1,157.4,207.6,227.5,1012.1,0.4
66.8,102.1,155.3,204.0,225.2,1010.6,0.4
63.1,98.0,149.2,199.2,222.9,1010.6,0.4
70.4,103.2,152.3,200.4,220.7,1010.6,0.4
70.4,102.1,149.2,196.8,218.4,1010.6,0.4
69.2,102.1,146.1,193.2,216.2,1010.6,0.4
69.2,101.1,143.1,190.8,212.8,1010.6,0.4
64.4,94.9,138.0,186.0,210.6,1010.6,0.4
68.0,99.1,138.0,184.8,208.3,1010.6,0.4
49.8,88.7,104.2,177.6,206.1,1010.6,0.4
35.2,34.0,28.6,27.6,18.0,19.3,-0.3
32.8,32.0,27.6,25.2,19.1,16.3,-0.3
34.0,35.1,29.6,26.4,19.1,17.8,-0.3
41.3,48.5,42.9,69.6,204.9,157.3,0.6
47.4,67.1,58.3,100.8,293.9,1059.6,0.6
42.5,62.9,56.2,99.6,292.8,1059.6,0.6
41.3,62.9,55.2,98.4,292.8,1059.6,0.6
41.3,60.9,55.2,98.4,292.8,1059.6,0.7
41.3,62.9,55.2,98.4,292.8,1059.6,0.6
42.5,62.9,56.2,99.6,293.9,1062.5,0.6
42.5,61.9,56.2,99.6,292.8,1061.0,0.7
42.5,61.9,56.2,99.6,293.9,1061.0,0.7
42.5,62.9,56.2,99.6,293.9,1064.0,0.6
42.5,61.9,56.2,98.4,293.9,1061.0,0.7
42.5,62.9,56.2,99.6,293.9,1061.0,0.6
23.1,56.7,23.5,37.2,268.0,397.7,0.7
32.8,33.0,27.6,25.2,19.1,17.8,-0.3
35.2,35.1,29.6,27.6,21.4,19.3,-0.2
35.2,35.1,29.6,27.6,21.4,19.3,-0.2
35.2,34.0,28.6,27.6,20.3,19.3,-0.3
35.2,35.1,29.6,27.6,21.4,19.3,-0.2
32.8,34.0,27.6,25.2,20.3,17.8,-0.3
32.8,33.0,27.6,25.2,19.1,17.8,-0.3
32.8,33.0,27.6,25.2,19.1,17.8,-0.3
32.8,32.0,26.6,25.2,19.1,17.8,-0.3
30.4,33.0,27.6,26.4,20.3,19.3,-0.2
83.8,132.1,218.7,332.4,149.8,1311.8,0.1
82.6,126.9,214.6,332.4,246.6,1400.9,0.3
82.6,132.1,210.5,326.4,252.2,1332.6,0.3
82.6,129.0,207.5,321.6,235.3,1295.5,0.3
70.4,118.7,197.2,309.6,228.6,1265.8,0.3
70.4,117.6,195.2,308.4,222.9,1252.5,0.3
78.9,124.8,201.3,313.2,221.8,1239.1,0.3
78.9,126.9,200.3,312.0,218.4,1230.2,0.3
78.9,133.1,201.3,312.0,216.2,1231.7,0.2
77.7,124.8,198.3,308.4,212.8,1210.9,0.3
76.5,122.8,197.2,306.0,210.6,1200.5,0.3
76.5,120.7,196.2,304.8,208.3,1222.8,0.3
75.3,119.7,194.2,302.4,206.1,1185.7,0.3
70.4,122.8,189.1,302.4,202.7,1179.8,0.2
